"","year","block","plot","quad","species","rel_cov","func_grp"
"51",2008,1,"CT",4,"Led pal",0.08943,"Evergreen shrubs"
"52",2008,1,"CT",4,"lichen",0.04065,"Lichen"
"53",2008,1,"CT",4,"litter",0.1626,"Litter"
"54",2008,1,"CT",4,"moss",0.11382,"Moss"
"55",2008,1,"CT",4,"Ped lap",0.00813,"Forb"
"56",2008,1,"CT",4,"Rub cha",0.01626,"Forb"
"57",2008,1,"CT",4,"Sal pul",0.02439,"Deciduous shrubs"
"58",2008,1,"CT",4,"St. D",0.00813,"Standing dead"
"59",2008,1,"CT",4,"Vac uli",0.10569,"Deciduous shrubs"
"60",2008,1,"CT",4,"Vac vit",0.06504,"Evergreen shrubs"
"61",2008,1,"F10",1,"Arc alp",0.06,"Deciduous shrubs"
"62",2008,1,"F10",1,"Arc lat",0.07,"Grass"
"63",2008,1,"F10",1,"bare",0.03,"Bare ground"
"64",2008,1,"F10",1,"Bet nan",0.04,"Deciduous shrubs"
"65",2008,1,"F10",1,"Car big",0.03,"Grass"
"66",2008,1,"F10",1,"Eri vag",0.28,"Sedge"
"67",2008,1,"F10",1,"Led pal",0.09,"Evergreen shrubs"
"68",2008,1,"F10",1,"lichen",0.04,"Lichen"
"69",2008,1,"F10",1,"litter",0.06,"Litter"
"70",2008,1,"F10",1,"moss",0.04,"Moss"
"71",2008,1,"F10",1,"Ped lap",0.01,"Forb"
"72",2008,1,"F10",1,"Rub cha",0.05,"Forb"
"73",2008,1,"F10",1,"Sal pul",0.1,"Deciduous shrubs"
"74",2008,1,"F10",1,"Vac vit",0.1,"Evergreen shrubs"
"75",2008,1,"F10",2,"Arc alp",0.01961,"Deciduous shrubs"
"76",2008,1,"F10",2,"Arc lat",0.02941,"Grass"
"77",2008,1,"F10",2,"bare",0.03922,"Bare ground"
"78",2008,1,"F10",2,"Bet nan",0.26471,"Deciduous shrubs"
"79",2008,1,"F10",2,"Car big",0.01961,"Grass"
"80",2008,1,"F10",2,"Eri vag",0.23529,"Sedge"
"81",2008,1,"F10",2,"Led pal",0.09804,"Evergreen shrubs"
"82",2008,1,"F10",2,"lichen",0.01961,"Lichen"
"83",2008,1,"F10",2,"litter",0.07843,"Litter"
"84",2008,1,"F10",2,"moss",0.02941,"Moss"
"85",2008,1,"F10",2,"Pol bis",0.03922,"Forb"
"86",2008,1,"F10",2,"Rub cha",0.04902,"Forb"
"87",2008,1,"F10",2,"Vac vit",0.07843,"Evergreen shrubs"
"88",2008,1,"F10",3,"bare",0.03883,"Bare ground"
"89",2008,1,"F10",3,"Bet nan",0.1165,"Deciduous shrubs"
"90",2008,1,"F10",3,"Car big",0.02913,"Grass"
"91",2008,1,"F10",3,"Eri vag",0.31068,"Sedge"
"92",2008,1,"F10",3,"Led pal",0.19417,"Evergreen shrubs"
"93",2008,1,"F10",3,"lichen",0.02913,"Lichen"
"94",2008,1,"F10",3,"litter",0.07767,"Litter"
"95",2008,1,"F10",3,"moss",0.00971,"Moss"
"96",2008,1,"F10",3,"Pol bis",0.02913,"Forb"
"97",2008,1,"F10",3,"Rub cha",0.05825,"Forb"
"98",2008,1,"F10",3,"St. D",0.00971,"Standing dead"
"99",2008,1,"F10",3,"Vac vit",0.09709,"Evergreen shrubs"
"100",2008,1,"F10",4,"Arc lat",0.01961,"Grass"
"101",2008,1,"F10",4,"bare",0.02941,"Bare ground"
"102",2008,1,"F10",4,"Bet nan",0.23529,"Deciduous shrubs"
"103",2008,1,"F10",4,"Car big",0.02941,"Grass"
"104",2008,1,"F10",4,"Eri vag",0.31373,"Sedge"
"105",2008,1,"F10",4,"Led pal",0.05882,"Evergreen shrubs"
"106",2008,1,"F10",4,"lichen",0.04902,"Lichen"
"107",2008,1,"F10",4,"litter",0.07843,"Litter"
"108",2008,1,"F10",4,"moss",0.03922,"Moss"
"109",2008,1,"F10",4,"Pol bis",0.02941,"Forb"
"110",2008,1,"F10",4,"Rub cha",0.06863,"Forb"
"111",2008,1,"F10",4,"Vac vit",0.04902,"Evergreen shrubs"
"112",2008,1,"F2",1,"Arc alp",0.103,"Deciduous shrubs"
"113",2008,1,"F2",1,"Arc lat",0.0515,"Grass"
"114",2008,1,"F2",1,"bare",0.02575,"Bare ground"
"115",2008,1,"F2",1,"Bet nan",0.01717,"Deciduous shrubs"
"116",2008,1,"F2",1,"Car big",0.06867,"Grass"
"117",2008,1,"F2",1,"Eri vag",0.15451,"Sedge"
"118",2008,1,"F2",1,"Led pal",0.13734,"Evergreen shrubs"
"119",2008,1,"F2",1,"lichen",0.03433,"Lichen"
"120",2008,1,"F2",1,"litter",0.11159,"Litter"
"121",2008,1,"F2",1,"moss",0.03433,"Moss"
"122",2008,1,"F2",1,"Ped lap",0.01717,"Forb"
"123",2008,1,"F2",1,"Pol bis",0.0515,"Forb"
"124",2008,1,"F2",1,"Rub cha",0.01717,"Forb"
"125",2008,1,"F2",1,"Vac uli",0.00429,"Deciduous shrubs"
"126",2008,1,"F2",1,"Vac vit",0.16309,"Evergreen shrubs"
"127",2008,1,"F2",2,"Arc alp",0.00885,"Deciduous shrubs"
"128",2008,1,"F2",2,"Arc lat",0.10619,"Grass"
"129",2008,1,"F2",2,"bare",0.0354,"Bare ground"
"130",2008,1,"F2",2,"Bet nan",0.0885,"Deciduous shrubs"
"131",2008,1,"F2",2,"Car big",0.0354,"Grass"
"132",2008,1,"F2",2,"Eri vag",0.12389,"Sedge"
"133",2008,1,"F2",2,"Led pal",0.11504,"Evergreen shrubs"
"134",2008,1,"F2",2,"lichen",0.0354,"Lichen"
"135",2008,1,"F2",2,"litter",0.09735,"Litter"
"136",2008,1,"F2",2,"moss",0.0885,"Moss"
"137",2008,1,"F2",2,"Ped lap",0.0354,"Forb"
"138",2008,1,"F2",2,"Pol bis",0.04425,"Forb"
"139",2008,1,"F2",2,"Rub cha",0.0354,"Forb"
"140",2008,1,"F2",2,"Vac uli",0.00885,"Deciduous shrubs"
"141",2008,1,"F2",2,"Vac vit",0.14159,"Evergreen shrubs"
"142",2008,1,"F2",3,"bare",0.0177,"Bare ground"
"143",2008,1,"F2",3,"Bet nan",0.0708,"Deciduous shrubs"
"144",2008,1,"F2",3,"Car big",0.0354,"Grass"
"145",2008,1,"F2",3,"Eri vag",0.18584,"Sedge"
"146",2008,1,"F2",3,"Led pal",0.18584,"Evergreen shrubs"
"147",2008,1,"F2",3,"lichen",0.07965,"Lichen"
"148",2008,1,"F2",3,"litter",0.10619,"Litter"
"149",2008,1,"F2",3,"moss",0.10619,"Moss"
"150",2008,1,"F2",3,"Pol bis",0.0708,"Forb"
"151",2008,1,"F2",3,"Rub cha",0.02655,"Forb"
"152",2008,1,"F2",3,"Vac uli",0.00885,"Deciduous shrubs"
"153",2008,1,"F2",3,"Vac vit",0.10619,"Evergreen shrubs"
"154",2008,1,"F2",4,"bare",0.07059,"Bare ground"
"155",2008,1,"F2",4,"Bet nan",0.07059,"Deciduous shrubs"
"156",2008,1,"F2",4,"Car big",0.03529,"Grass"
"157",2008,1,"F2",4,"Eri vag",0.14118,"Sedge"
"158",2008,1,"F2",4,"Led pal",0.10588,"Evergreen shrubs"
"159",2008,1,"F2",4,"lichen",0.04706,"Lichen"
"160",2008,1,"F2",4,"litter",0.16471,"Litter"
"161",2008,1,"F2",4,"moss",0.11765,"Moss"
"162",2008,1,"F2",4,"Pol bis",0.08235,"Forb"
"163",2008,1,"F2",4,"Vac uli",0.07059,"Deciduous shrubs"
"164",2008,1,"F2",4,"Vac vit",0.09412,"Evergreen shrubs"
"165",2008,1,"F5",1,"Arc alp",0.08889,"Deciduous shrubs"
"166",2008,1,"F5",1,"Bet nan",0.04444,"Deciduous shrubs"
"167",2008,1,"F5",1,"Car big",0.04444,"Grass"
"168",2008,1,"F5",1,"Eri vag",0.11111,"Sedge"
"169",2008,1,"F5",1,"Led pal",0.18889,"Evergreen shrubs"
"170",2008,1,"F5",1,"lichen",0.02222,"Lichen"
"171",2008,1,"F5",1,"litter",0.15556,"Litter"
"172",2008,1,"F5",1,"moss",0.03333,"Moss"
"173",2008,1,"F5",1,"Ped lap",0.01111,"Forb"
"174",2008,1,"F5",1,"Pol bis",0.01111,"Forb"
"175",2008,1,"F5",1,"Rub cha",0.04444,"Forb"
"176",2008,1,"F5",1,"Vac uli",0.04444,"Deciduous shrubs"
"177",2008,1,"F5",1,"Vac vit",0.2,"Evergreen shrubs"
"178",2008,1,"F5",2,"Arc alp",0.0098,"Deciduous shrubs"
"179",2008,1,"F5",2,"bare",0.04902,"Bare ground"
"180",2008,1,"F5",2,"Bet nan",0.01961,"Deciduous shrubs"
"181",2008,1,"F5",2,"Car big",0.02941,"Grass"
"182",2008,1,"F5",2,"Eri vag",0.16667,"Sedge"
"183",2008,1,"F5",2,"Led pal",0.09804,"Evergreen shrubs"
"184",2008,1,"F5",2,"lichen",0.01961,"Lichen"
"185",2008,1,"F5",2,"litter",0.12745,"Litter"
"186",2008,1,"F5",2,"moss",0.08824,"Moss"
"187",2008,1,"F5",2,"Ped lap",0.04902,"Forb"
"188",2008,1,"F5",2,"Pol bis",0.04902,"Forb"
"189",2008,1,"F5",2,"Rub cha",0.05882,"Forb"
"190",2008,1,"F5",2,"St. D",0.0098,"Standing dead"
"191",2008,1,"F5",2,"Vac vit",0.21569,"Evergreen shrubs"
"192",2008,1,"F5",3,"bare",0.03226,"Bare ground"
"193",2008,1,"F5",3,"Bet nan",0.05376,"Deciduous shrubs"
"194",2008,1,"F5",3,"Car big",0.04301,"Grass"
"195",2008,1,"F5",3,"Emp nig",0.01075,"Evergreen shrubs"
"196",2008,1,"F5",3,"Eri vag",0.19355,"Sedge"
"197",2008,1,"F5",3,"Led pal",0.10753,"Evergreen shrubs"
"198",2008,1,"F5",3,"lichen",0.04301,"Lichen"
"199",2008,1,"F5",3,"litter",0.1828,"Litter"
"200",2008,1,"F5",3,"moss",0.06452,"Moss"
"201",2008,1,"F5",3,"Ped lap",0.01075,"Forb"
"202",2008,1,"F5",3,"Pol bis",0.04301,"Forb"
"203",2008,1,"F5",3,"Rub cha",0.04301,"Forb"
"204",2008,1,"F5",3,"Vac uli",0.02151,"Deciduous shrubs"
"205",2008,1,"F5",3,"Vac vit",0.13978,"Evergreen shrubs"
"206",2008,1,"F5",4,"bare",0.01053,"Bare ground"
"207",2008,1,"F5",4,"Bet nan",0.08421,"Deciduous shrubs"
"208",2008,1,"F5",4,"Car big",0.04211,"Grass"
"209",2008,1,"F5",4,"Emp nig",0.02105,"Evergreen shrubs"
"210",2008,1,"F5",4,"Eri vag",0.31579,"Sedge"
"211",2008,1,"F5",4,"frost boil",0.04211,"Bare ground"
"212",2008,1,"F5",4,"Led pal",0.10526,"Evergreen shrubs"
"213",2008,1,"F5",4,"lichen",0.01053,"Lichen"
"214",2008,1,"F5",4,"litter",0.04211,"Litter"
"215",2008,1,"F5",4,"moss",0.03158,"Moss"
"216",2008,1,"F5",4,"Ped lap",0.01053,"Forb"
"217",2008,1,"F5",4,"Pol bis",0.03158,"Forb"
"218",2008,1,"F5",4,"Rub cha",0.02105,"Forb"
"219",2008,1,"F5",4,"Vac uli",0.07368,"Deciduous shrubs"
"220",2008,1,"F5",4,"Vac vit",0.15789,"Evergreen shrubs"
"221",2008,2,"CT",1,"bare",0.02941,"Bare ground"
"222",2008,2,"CT",1,"Bet nan",0.18627,"Deciduous shrubs"
"223",2008,2,"CT",1,"Car big",0.02941,"Grass"
"224",2008,2,"CT",1,"Emp nig",0.0098,"Evergreen shrubs"
"225",2008,2,"CT",1,"Eri vag",0.16667,"Sedge"
"226",2008,2,"CT",1,"frost boil",0.0098,"Bare ground"
"227",2008,2,"CT",1,"Led pal",0.16667,"Evergreen shrubs"
"228",2008,2,"CT",1,"lichen",0.01961,"Lichen"
"229",2008,2,"CT",1,"litter",0.09804,"Litter"
"230",2008,2,"CT",1,"moss",0.13725,"Moss"
"231",2008,2,"CT",1,"Pol bis",0.02941,"Forb"
"232",2008,2,"CT",1,"Sal pul",0.04902,"Deciduous shrubs"
"233",2008,2,"CT",1,"St. D",0.0098,"Standing dead"
"234",2008,2,"CT",1,"Vac vit",0.05882,"Evergreen shrubs"
"235",2008,2,"CT",2,"Bet nan",0.11613,"Deciduous shrubs"
"236",2008,2,"CT",2,"Car big",0.02581,"Grass"
"237",2008,2,"CT",2,"Emp nig",0.02581,"Evergreen shrubs"
"238",2008,2,"CT",2,"Eri vag",0.16774,"Sedge"
"239",2008,2,"CT",2,"Led pal",0.16774,"Evergreen shrubs"
"240",2008,2,"CT",2,"lichen",0.05161,"Lichen"
"241",2008,2,"CT",2,"litter",0.07742,"Litter"
"242",2008,2,"CT",2,"moss",0.12903,"Moss"
"243",2008,2,"CT",2,"Pol bis",0.03871,"Forb"
"244",2008,2,"CT",2,"Sal pul",0.12903,"Deciduous shrubs"
"245",2008,2,"CT",2,"St. D",0.00645,"Standing dead"
"246",2008,2,"CT",2,"Vac vit",0.06452,"Evergreen shrubs"
"247",2008,2,"CT",3,"Arc alp",0.03727,"Deciduous shrubs"
"248",2008,2,"CT",3,"Bet nan",0.1118,"Deciduous shrubs"
"249",2008,2,"CT",3,"Car big",0.03727,"Grass"
"250",2008,2,"CT",3,"Emp nig",0.04969,"Evergreen shrubs"
"251",2008,2,"CT",3,"Eri vag",0.19876,"Sedge"
"252",2008,2,"CT",3,"Led pal",0.08696,"Evergreen shrubs"
"253",2008,2,"CT",3,"lichen",0.02484,"Lichen"
"254",2008,2,"CT",3,"litter",0.12422,"Litter"
"255",2008,2,"CT",3,"moss",0.1118,"Moss"
"256",2008,2,"CT",3,"Ped lap",0.01242,"Forb"
"257",2008,2,"CT",3,"Pol bis",0.00621,"Forb"
"258",2008,2,"CT",3,"Sal pul",0.01242,"Deciduous shrubs"
"259",2008,2,"CT",3,"Vac uli",0.02484,"Deciduous shrubs"
"260",2008,2,"CT",3,"Vac vit",0.13665,"Evergreen shrubs"
"261",2008,2,"CT",4,"Arc alp",0.14545,"Deciduous shrubs"
"262",2008,2,"CT",4,"Bet nan",0.09091,"Deciduous shrubs"
"263",2008,2,"CT",4,"Car big",0.04545,"Grass"
"264",2008,2,"CT",4,"Emp nig",0.07273,"Evergreen shrubs"
"265",2008,2,"CT",4,"Eri vag",0.09091,"Sedge"
"266",2008,2,"CT",4,"frost boil",0.03636,"Bare ground"
"267",2008,2,"CT",4,"Led pal",0.14545,"Evergreen shrubs"
"268",2008,2,"CT",4,"lichen",0.03636,"Lichen"
"269",2008,2,"CT",4,"litter",0.08182,"Litter"
"270",2008,2,"CT",4,"moss",0.10909,"Moss"
"271",2008,2,"CT",4,"Pol bis",0.03636,"Forb"
"272",2008,2,"CT",4,"St. D",0.01818,"Standing dead"
"273",2008,2,"CT",4,"Vac uli",0.01818,"Deciduous shrubs"
"274",2008,2,"CT",4,"Vac vit",0.06364,"Evergreen shrubs"
"275",2008,2,"F10",1,"Arc lat",0.16129,"Grass"
"276",2008,2,"F10",1,"bare",0.01075,"Bare ground"
"277",2008,2,"F10",1,"Bet nan",0.07527,"Deciduous shrubs"
"278",2008,2,"F10",1,"Car big",0.02151,"Grass"
"279",2008,2,"F10",1,"Emp nig",0.10753,"Evergreen shrubs"
"280",2008,2,"F10",1,"Eri vag",0.12903,"Sedge"
"281",2008,2,"F10",1,"frost boil",0.05376,"Bare ground"
"282",2008,2,"F10",1,"Led pal",0.08602,"Evergreen shrubs"
"283",2008,2,"F10",1,"lichen",0.03226,"Lichen"
"284",2008,2,"F10",1,"litter",0.06452,"Litter"
"285",2008,2,"F10",1,"moss",0.02151,"Moss"
"286",2008,2,"F10",1,"Rub cha",0.01075,"Forb"
"287",2008,2,"F10",1,"Sal pul",0.04301,"Deciduous shrubs"
"288",2008,2,"F10",1,"Vac uli",0.05376,"Deciduous shrubs"
"289",2008,2,"F10",1,"Vac vit",0.12903,"Evergreen shrubs"
"290",2008,2,"F10",2,"Bet nan",0.21164,"Deciduous shrubs"
"291",2008,2,"F10",2,"Car big",0.02116,"Grass"
"292",2008,2,"F10",2,"Emp nig",0.02116,"Evergreen shrubs"
"293",2008,2,"F10",2,"Eri vag",0.48677,"Sedge"
"294",2008,2,"F10",2,"Led pal",0.06349,"Evergreen shrubs"
"295",2008,2,"F10",2,"lichen",0.00529,"Lichen"
"296",2008,2,"F10",2,"litter",0.06349,"Litter"
"297",2008,2,"F10",2,"Rub cha",0.07407,"Forb"
"298",2008,2,"F10",2,"Vac uli",0.02116,"Deciduous shrubs"
"299",2008,2,"F10",2,"Vac vit",0.03175,"Evergreen shrubs"
"300",2008,2,"F10",3,"Arc lat",0.01724,"Grass"
"301",2008,2,"F10",3,"bare",0.00862,"Bare ground"
"302",2008,2,"F10",3,"Bet nan",0.18103,"Deciduous shrubs"
"303",2008,2,"F10",3,"Car big",0.01724,"Grass"
"304",2008,2,"F10",3,"Emp nig",0.01724,"Evergreen shrubs"
"305",2008,2,"F10",3,"Eri vag",0.24138,"Sedge"
"306",2008,2,"F10",3,"Led pal",0.11207,"Evergreen shrubs"
"307",2008,2,"F10",3,"lichen",0.02586,"Lichen"
"308",2008,2,"F10",3,"litter",0.05172,"Litter"
"309",2008,2,"F10",3,"moss",0.03448,"Moss"
"310",2008,2,"F10",3,"Pol bis",0.02586,"Forb"
"311",2008,2,"F10",3,"Sal pul",0.00862,"Deciduous shrubs"
"312",2008,2,"F10",3,"St. D",0.00862,"Standing dead"
"313",2008,2,"F10",3,"Vac uli",0.06034,"Deciduous shrubs"
"314",2008,2,"F10",3,"Vac vit",0.18966,"Evergreen shrubs"
"315",2008,2,"F10",4,"Arc lat",0.19847,"Grass"
"316",2008,2,"F10",4,"Bet nan",0.25954,"Deciduous shrubs"
"317",2008,2,"F10",4,"Emp nig",0.01527,"Evergreen shrubs"
"318",2008,2,"F10",4,"Eri vag",0.24427,"Sedge"
"319",2008,2,"F10",4,"Led pal",0.06107,"Evergreen shrubs"
"320",2008,2,"F10",4,"litter",0.06107,"Litter"
"321",2008,2,"F10",4,"moss",0.01527,"Moss"
"322",2008,2,"F10",4,"Pol bis",0.03053,"Forb"
"323",2008,2,"F10",4,"Rub cha",0.0458,"Forb"
"324",2008,2,"F10",4,"Sal pul",0.01527,"Deciduous shrubs"
"325",2008,2,"F10",4,"St. D",0.00763,"Standing dead"
"326",2008,2,"F10",4,"Vac uli",0.03053,"Deciduous shrubs"
"327",2008,2,"F10",4,"Vac vit",0.01527,"Evergreen shrubs"
"328",2008,2,"F2",1,"Bet nan",0.11429,"Deciduous shrubs"
"329",2008,2,"F2",1,"Car big",0.01905,"Grass"
"330",2008,2,"F2",1,"Emp nig",0.01905,"Evergreen shrubs"
"331",2008,2,"F2",1,"Eri vag",0.12381,"Sedge"
"332",2008,2,"F2",1,"Led pal",0.15238,"Evergreen shrubs"
"333",2008,2,"F2",1,"lichen",0.00952,"Lichen"
"334",2008,2,"F2",1,"litter",0.12381,"Litter"
"335",2008,2,"F2",1,"moss",0.06667,"Moss"
"336",2008,2,"F2",1,"Ped lap",0.00952,"Forb"
"337",2008,2,"F2",1,"Pol bis",0.01905,"Forb"
"338",2008,2,"F2",1,"Rub cha",0.00952,"Forb"
"339",2008,2,"F2",1,"Sal pul",0.04762,"Deciduous shrubs"
"340",2008,2,"F2",1,"St. D",0.01904,"Standing dead"
"341",2008,2,"F2",1,"Vac uli",0.02857,"Deciduous shrubs"
"342",2008,2,"F2",1,"Vac vit",0.2381,"Evergreen shrubs"
"343",2008,2,"F2",2,"Bet nan",0.13084,"Deciduous shrubs"
"344",2008,2,"F2",2,"Car big",0.00935,"Grass"
"345",2008,2,"F2",2,"Cas tet",0.00935,"Evergreen shrubs"
"346",2008,2,"F2",2,"Emp nig",0.01869,"Evergreen shrubs"
"347",2008,2,"F2",2,"Eri vag",0.11215,"Sedge"
"348",2008,2,"F2",2,"Led pal",0.18692,"Evergreen shrubs"
"349",2008,2,"F2",2,"litter",0.1028,"Litter"
"350",2008,2,"F2",2,"moss",0.1215,"Moss"
"351",2008,2,"F2",2,"Ped lap",0.01869,"Forb"
"352",2008,2,"F2",2,"Pol bis",0.01869,"Forb"
"353",2008,2,"F2",2,"Rub cha",0.00935,"Forb"
"354",2008,2,"F2",2,"Sal pul",0.06542,"Deciduous shrubs"
"355",2008,2,"F2",2,"Vac uli",0.00935,"Deciduous shrubs"
"356",2008,2,"F2",2,"Vac vit",0.17757,"Evergreen shrubs"
"357",2008,2,"F2",3,"Bet nan",0.0995,"Deciduous shrubs"
"358",2008,2,"F2",3,"Car big",0.0199,"Grass"
"359",2008,2,"F2",3,"Cas tet",0.04975,"Evergreen shrubs"
"360",2008,2,"F2",3,"Emp nig",0.0398,"Evergreen shrubs"
"361",2008,2,"F2",3,"Eri vag",0.08955,"Sedge"
"362",2008,2,"F2",3,"Led pal",0.14925,"Evergreen shrubs"
"363",2008,2,"F2",3,"lichen",0.0199,"Lichen"
"364",2008,2,"F2",3,"litter",0.06965,"Litter"
"365",2008,2,"F2",3,"moss",0.1791,"Moss"
"366",2008,2,"F2",3,"Ped lap",0.00498,"Forb"
"367",2008,2,"F2",3,"Pol bis",0.00995,"Forb"
"368",2008,2,"F2",3,"Rub cha",0.00995,"Forb"
"369",2008,2,"F2",3,"Sal pul",0.0398,"Deciduous shrubs"
"370",2008,2,"F2",3,"St. D",0.0199,"Standing dead"
"371",2008,2,"F2",3,"Vac uli",0.00995,"Deciduous shrubs"
"372",2008,2,"F2",3,"Vac vit",0.18905,"Evergreen shrubs"
"373",2008,2,"F2",4,"Bet nan",0.12745,"Deciduous shrubs"
"374",2008,2,"F2",4,"Car big",0.01961,"Grass"
"375",2008,2,"F2",4,"Emp nig",0.03922,"Evergreen shrubs"
"376",2008,2,"F2",4,"Eri vag",0.22549,"Sedge"
"377",2008,2,"F2",4,"Led pal",0.13725,"Evergreen shrubs"
"378",2008,2,"F2",4,"lichen",0.0049,"Lichen"
"379",2008,2,"F2",4,"litter",0.09804,"Litter"
"380",2008,2,"F2",4,"moss",0.05882,"Moss"
"381",2008,2,"F2",4,"Ped lap",0.0049,"Forb"
"382",2008,2,"F2",4,"Pol bis",0.0049,"Forb"
"383",2008,2,"F2",4,"Rub cha",0.02941,"Forb"
"384",2008,2,"F2",4,"Sal pul",0.01961,"Deciduous shrubs"
"385",2008,2,"F2",4,"Vac uli",0.0049,"Deciduous shrubs"
"386",2008,2,"F2",4,"Vac vit",0.22549,"Evergreen shrubs"
"387",2008,2,"F5",1,"Arc lat",0.02051,"Grass"
"388",2008,2,"F5",1,"bare",0.05128,"Bare ground"
"389",2008,2,"F5",1,"Bet nan",0.09231,"Deciduous shrubs"
"390",2008,2,"F5",1,"Car big",0.06154,"Grass"
"391",2008,2,"F5",1,"Eri vag",0.1641,"Sedge"
"392",2008,2,"F5",1,"Led pal",0.17436,"Evergreen shrubs"
"393",2008,2,"F5",1,"lichen",0.04103,"Lichen"
"394",2008,2,"F5",1,"litter",0.12308,"Litter"
"395",2008,2,"F5",1,"Luz sp.",0.01026,"Forb"
"396",2008,2,"F5",1,"moss",0.10256,"Moss"
"397",2008,2,"F5",1,"Pol bis",0.02051,"Forb"
"398",2008,2,"F5",1,"Sal pul",0.02051,"Deciduous shrubs"
"399",2008,2,"F5",1,"Vac vit",0.11282,"Evergreen shrubs"
"400",2008,2,"F5",2,"And pol",0.06289,"Evergreen shrubs"
"401",2008,2,"F5",2,"Arc lat",0.01258,"Grass"
"402",2008,2,"F5",2,"Bet nan",0.1761,"Deciduous shrubs"
"403",2008,2,"F5",2,"Car big",0.05031,"Grass"
"404",2008,2,"F5",2,"Emp nig",0.00629,"Evergreen shrubs"
"405",2008,2,"F5",2,"Eri vag",0.15094,"Sedge"
"406",2008,2,"F5",2,"Led pal",0.20126,"Evergreen shrubs"
"407",2008,2,"F5",2,"litter",0.05031,"Litter"
"408",2008,2,"F5",2,"moss",0.08805,"Moss"
"409",2008,2,"F5",2,"Pol bis",0.01258,"Forb"
"410",2008,2,"F5",2,"Sal pul",0.02516,"Deciduous shrubs"
"411",2008,2,"F5",2,"Vac vit",0.16352,"Evergreen shrubs"
"412",2008,2,"F5",3,"bare",0.01242,"Bare ground"
"413",2008,2,"F5",3,"Bet nan",0.08696,"Deciduous shrubs"
"414",2008,2,"F5",3,"Car big",0.03727,"Grass"
"415",2008,2,"F5",3,"Eri vag",0.37267,"Sedge"
