"","year","block","plot","quad","species","rel.cov","lat.name"
"104",2008,1,"F10",4,"Eri vag",0.31373,"Eriophorum vaginatum"
"105",2008,1,"F10",4,"Led pal",0.05882,"Ledum palustre"
"106",2008,1,"F10",4,"lichen",0.04902,"Mixed Lichens"
"107",2008,1,"F10",4,"litter",0.07843,"Mixed dead litter"
"108",2008,1,"F10",4,"moss",0.03922,"Mixed moss"
"109",2008,1,"F10",4,"Pol bis",0.02941,"Polygonum bistorta"
"110",2008,1,"F10",4,"Rub cha",0.06863,"Rubus chamaemorus"
"111",2008,1,"F10",4,"Vac vit",0.04902,"Vaccinium vitis-idaea"
"112",2008,1,"F2",1,"Arc alp",0.103,"Arctostaphylos alpina"
"113",2008,1,"F2",1,"Arc lat",0.0515,"Arctagrostis latifolia"
"114",2008,1,"F2",1,"bare",0.02575,"Bare soil"
"115",2008,1,"F2",1,"Bet nan",0.01717,"Betula nana"
"116",2008,1,"F2",1,"Car big",0.06867,"Carex Bigelowii"
"117",2008,1,"F2",1,"Eri vag",0.15451,"Eriophorum vaginatum"
"118",2008,1,"F2",1,"Led pal",0.13734,"Ledum palustre"
"119",2008,1,"F2",1,"lichen",0.03433,"Mixed Lichens"
"120",2008,1,"F2",1,"litter",0.11159,"Mixed dead litter"
"121",2008,1,"F2",1,"moss",0.03433,"Mixed moss"
"122",2008,1,"F2",1,"Ped lap",0.01717,"Pedicularis lapponica"
"123",2008,1,"F2",1,"Pol bis",0.0515,"Polygonum bistorta"
"124",2008,1,"F2",1,"Rub cha",0.01717,"Rubus chamaemorus"
"125",2008,1,"F2",1,"Vac uli",0.00429,"Vaccinium uliginosum"
"126",2008,1,"F2",1,"Vac vit",0.16309,"Vaccinium vitis-idaea"
"127",2008,1,"F2",2,"Arc alp",0.00885,"Arctostaphylos alpina"
"128",2008,1,"F2",2,"Arc lat",0.10619,"Arctagrostis latifolia"
"129",2008,1,"F2",2,"bare",0.0354,"Bare soil"
"130",2008,1,"F2",2,"Bet nan",0.0885,"Betula nana"
"131",2008,1,"F2",2,"Car big",0.0354,"Carex Bigelowii"
"132",2008,1,"F2",2,"Eri vag",0.12389,"Eriophorum vaginatum"
"133",2008,1,"F2",2,"Led pal",0.11504,"Ledum palustre"
"134",2008,1,"F2",2,"lichen",0.0354,"Mixed Lichens"
"135",2008,1,"F2",2,"litter",0.09735,"Mixed dead litter"
"136",2008,1,"F2",2,"moss",0.0885,"Mixed moss"
"137",2008,1,"F2",2,"Ped lap",0.0354,"Pedicularis lapponica"
"138",2008,1,"F2",2,"Pol bis",0.04425,"Polygonum bistorta"
"139",2008,1,"F2",2,"Rub cha",0.0354,"Rubus chamaemorus"
"140",2008,1,"F2",2,"Vac uli",0.00885,"Vaccinium uliginosum"
"141",2008,1,"F2",2,"Vac vit",0.14159,"Vaccinium vitis-idaea"
"142",2008,1,"F2",3,"bare",0.0177,"Bare soil"
"143",2008,1,"F2",3,"Bet nan",0.0708,"Betula nana"
"144",2008,1,"F2",3,"Car big",0.0354,"Carex Bigelowii"
"145",2008,1,"F2",3,"Eri vag",0.18584,"Eriophorum vaginatum"
"146",2008,1,"F2",3,"Led pal",0.18584,"Ledum palustre"
"147",2008,1,"F2",3,"lichen",0.07965,"Mixed Lichens"
"148",2008,1,"F2",3,"litter",0.10619,"Mixed dead litter"
"149",2008,1,"F2",3,"moss",0.10619,"Mixed moss"
"150",2008,1,"F2",3,"Pol bis",0.0708,"Polygonum bistorta"
"151",2008,1,"F2",3,"Rub cha",0.02655,"Rubus chamaemorus"
"152",2008,1,"F2",3,"Vac uli",0.00885,"Vaccinium uliginosum"
"153",2008,1,"F2",3,"Vac vit",0.10619,"Vaccinium vitis-idaea"
"154",2008,1,"F2",4,"bare",0.07059,"Bare soil"
"155",2008,1,"F2",4,"Bet nan",0.07059,"Betula nana"
"156",2008,1,"F2",4,"Car big",0.03529,"Carex Bigelowii"
"157",2008,1,"F2",4,"Eri vag",0.14118,"Eriophorum vaginatum"
"158",2008,1,"F2",4,"Led pal",0.10588,"Ledum palustre"
"159",2008,1,"F2",4,"lichen",0.04706,"Mixed Lichens"
"160",2008,1,"F2",4,"litter",0.16471,"Mixed dead litter"
"161",2008,1,"F2",4,"moss",0.11765,"Mixed moss"
"162",2008,1,"F2",4,"Pol bis",0.08235,"Polygonum bistorta"
"163",2008,1,"F2",4,"Vac uli",0.07059,"Vaccinium uliginosum"
"164",2008,1,"F2",4,"Vac vit",0.09412,"Vaccinium vitis-idaea"
"165",2008,1,"F5",1,"Arc alp",0.08889,"Arctostaphylos alpina"
"166",2008,1,"F5",1,"Bet nan",0.04444,"Betula nana"
"167",2008,1,"F5",1,"Car big",0.04444,"Carex Bigelowii"
"168",2008,1,"F5",1,"Eri vag",0.11111,"Eriophorum vaginatum"
"169",2008,1,"F5",1,"Led pal",0.18889,"Ledum palustre"
"170",2008,1,"F5",1,"lichen",0.02222,"Mixed Lichens"
"171",2008,1,"F5",1,"litter",0.15556,"Mixed dead litter"
"172",2008,1,"F5",1,"moss",0.03333,"Mixed moss"
"173",2008,1,"F5",1,"Ped lap",0.01111,"Pedicularis lapponica"
"174",2008,1,"F5",1,"Pol bis",0.01111,"Polygonum bistorta"
"175",2008,1,"F5",1,"Rub cha",0.04444,"Rubus chamaemorus"
"176",2008,1,"F5",1,"Vac uli",0.04444,"Vaccinium uliginosum"
"177",2008,1,"F5",1,"Vac vit",0.2,"Vaccinium vitis-idaea"
"178",2008,1,"F5",2,"Arc alp",0.0098,"Arctostaphylos alpina"
"179",2008,1,"F5",2,"bare",0.04902,"Bare soil"
"180",2008,1,"F5",2,"Bet nan",0.01961,"Betula nana"
"181",2008,1,"F5",2,"Car big",0.02941,"Carex Bigelowii"
"182",2008,1,"F5",2,"Eri vag",0.16667,"Eriophorum vaginatum"
"183",2008,1,"F5",2,"Led pal",0.09804,"Ledum palustre"
"184",2008,1,"F5",2,"lichen",0.01961,"Mixed Lichens"
"185",2008,1,"F5",2,"litter",0.12745,"Mixed dead litter"
"186",2008,1,"F5",2,"moss",0.08824,"Mixed moss"
"187",2008,1,"F5",2,"Ped lap",0.04902,"Pedicularis lapponica"
"188",2008,1,"F5",2,"Pol bis",0.04902,"Polygonum bistorta"
"189",2008,1,"F5",2,"Rub cha",0.05882,"Rubus chamaemorus"
"190",2008,1,"F5",2,"St. D. Bet.",0.0098,"Standing Dead Betula nana"
"191",2008,1,"F5",2,"Vac vit",0.21569,"Vaccinium vitis-idaea"
"192",2008,1,"F5",3,"bare",0.03226,"Bare soil"
"193",2008,1,"F5",3,"Bet nan",0.05376,"Betula nana"
"194",2008,1,"F5",3,"Car big",0.04301,"Carex Bigelowii"
"195",2008,1,"F5",3,"Emp nig",0.01075,"Empetrum nigrum"
"196",2008,1,"F5",3,"Eri vag",0.19355,"Eriophorum vaginatum"
"197",2008,1,"F5",3,"Led pal",0.10753,"Ledum palustre"
"198",2008,1,"F5",3,"lichen",0.04301,"Mixed Lichens"
"199",2008,1,"F5",3,"litter",0.1828,"Mixed dead litter"
"200",2008,1,"F5",3,"moss",0.06452,"Mixed moss"
"201",2008,1,"F5",3,"Ped lap",0.01075,"Pedicularis lapponica"
"202",2008,1,"F5",3,"Pol bis",0.04301,"Polygonum bistorta"
"203",2008,1,"F5",3,"Rub cha",0.04301,"Rubus chamaemorus"
"204",2008,1,"F5",3,"Vac uli",0.02151,"Vaccinium uliginosum"
"205",2008,1,"F5",3,"Vac vit",0.13978,"Vaccinium vitis-idaea"
"206",2008,1,"F5",4,"bare",0.01053,"Bare soil"
"207",2008,1,"F5",4,"Bet nan",0.08421,"Betula nana"
"208",2008,1,"F5",4,"Car big",0.04211,"Carex Bigelowii"
"209",2008,1,"F5",4,"Emp nig",0.02105,"Empetrum nigrum"
"210",2008,1,"F5",4,"Eri vag",0.31579,"Eriophorum vaginatum"
"211",2008,1,"F5",4,"frost boil",0.04211,"Soil Frost boil"
"212",2008,1,"F5",4,"Led pal",0.10526,"Ledum palustre"
"213",2008,1,"F5",4,"lichen",0.01053,"Mixed Lichens"
"214",2008,1,"F5",4,"litter",0.04211,"Mixed dead litter"
"215",2008,1,"F5",4,"moss",0.03158,"Mixed moss"
"216",2008,1,"F5",4,"Ped lap",0.01053,"Pedicularis lapponica"
"217",2008,1,"F5",4,"Pol bis",0.03158,"Polygonum bistorta"
"218",2008,1,"F5",4,"Rub cha",0.02105,"Rubus chamaemorus"
"219",2008,1,"F5",4,"Vac uli",0.07368,"Vaccinium uliginosum"
"220",2008,1,"F5",4,"Vac vit",0.15789,"Vaccinium vitis-idaea"
"221",2008,2,"CT",1,"bare",0.02941,"Bare soil"
"222",2008,2,"CT",1,"Bet nan",0.18627,"Betula nana"
"223",2008,2,"CT",1,"Car big",0.02941,"Carex Bigelowii"
"224",2008,2,"CT",1,"Emp nig",0.0098,"Empetrum nigrum"
"225",2008,2,"CT",1,"Eri vag",0.16667,"Eriophorum vaginatum"
"226",2008,2,"CT",1,"frost boil",0.0098,"Soil Frost boil"
"227",2008,2,"CT",1,"Led pal",0.16667,"Ledum palustre"
"228",2008,2,"CT",1,"lichen",0.01961,"Mixed Lichens"
"229",2008,2,"CT",1,"litter",0.09804,"Mixed dead litter"
"230",2008,2,"CT",1,"moss",0.13725,"Mixed moss"
"231",2008,2,"CT",1,"Pol bis",0.02941,"Polygonum bistorta"
"232",2008,2,"CT",1,"Sal pul",0.04902,"Salix pulchra"
"233",2008,2,"CT",1,"St. D. Bet.",0.0098,"Standing Dead Betula nana"
"234",2008,2,"CT",1,"Vac vit",0.05882,"Vaccinium vitis-idaea"
"235",2008,2,"CT",2,"Bet nan",0.11613,"Betula nana"
"236",2008,2,"CT",2,"Car big",0.02581,"Carex Bigelowii"
"237",2008,2,"CT",2,"Emp nig",0.02581,"Empetrum nigrum"
"238",2008,2,"CT",2,"Eri vag",0.16774,"Eriophorum vaginatum"
"239",2008,2,"CT",2,"Led pal",0.16774,"Ledum palustre"
"240",2008,2,"CT",2,"lichen",0.05161,"Mixed Lichens"
"241",2008,2,"CT",2,"litter",0.07742,"Mixed dead litter"
"242",2008,2,"CT",2,"moss",0.12903,"Mixed moss"
"243",2008,2,"CT",2,"Pol bis",0.03871,"Polygonum bistorta"
"244",2008,2,"CT",2,"Sal pul",0.12903,"Salix pulchra"
"245",2008,2,"CT",2,"St. D. Bet.",0.00645,"Standing Dead Betula nana"
"246",2008,2,"CT",2,"Vac vit",0.06452,"Vaccinium vitis-idaea"
"247",2008,2,"CT",3,"Arc alp",0.03727,"Arctostaphylos alpina"
"248",2008,2,"CT",3,"Bet nan",0.1118,"Betula nana"
"249",2008,2,"CT",3,"Car big",0.03727,"Carex Bigelowii"
"250",2008,2,"CT",3,"Emp nig",0.04969,"Empetrum nigrum"
"251",2008,2,"CT",3,"Eri vag",0.19876,"Eriophorum vaginatum"
"252",2008,2,"CT",3,"Led pal",0.08696,"Ledum palustre"
"253",2008,2,"CT",3,"lichen",0.02484,"Mixed Lichens"
"254",2008,2,"CT",3,"litter",0.12422,"Mixed dead litter"
"255",2008,2,"CT",3,"moss",0.1118,"Mixed moss"
"256",2008,2,"CT",3,"Ped lap",0.01242,"Pedicularis lapponica"
"257",2008,2,"CT",3,"Pol bis",0.00621,"Polygonum bistorta"
"258",2008,2,"CT",3,"Sal pul",0.01242,"Salix pulchra"
"259",2008,2,"CT",3,"Vac uli",0.02484,"Vaccinium uliginosum"
"260",2008,2,"CT",3,"Vac vit",0.13665,"Vaccinium vitis-idaea"
"261",2008,2,"CT",4,"Arc alp",0.14545,"Arctostaphylos alpina"
"262",2008,2,"CT",4,"Bet nan",0.09091,"Betula nana"
"263",2008,2,"CT",4,"Car big",0.04545,"Carex Bigelowii"
"264",2008,2,"CT",4,"Emp nig",0.07273,"Empetrum nigrum"
"265",2008,2,"CT",4,"Eri vag",0.09091,"Eriophorum vaginatum"
"266",2008,2,"CT",4,"frost boil",0.03636,"Soil Frost boil"
"267",2008,2,"CT",4,"Led pal",0.14545,"Ledum palustre"
"268",2008,2,"CT",4,"lichen",0.03636,"Mixed Lichens"
"269",2008,2,"CT",4,"litter",0.08182,"Mixed dead litter"
"270",2008,2,"CT",4,"moss",0.10909,"Mixed moss"
"271",2008,2,"CT",4,"Pol bis",0.03636,"Polygonum bistorta"
"272",2008,2,"CT",4,"St. D. Bet.",0.01818,"Standing Dead Betula nana"
"273",2008,2,"CT",4,"Vac uli",0.01818,"Vaccinium uliginosum"
"274",2008,2,"CT",4,"Vac vit",0.06364,"Vaccinium vitis-idaea"
"275",2008,2,"F10",1,"Arc lat",0.16129,"Arctagrostis latifolia"
"276",2008,2,"F10",1,"bare",0.01075,"Bare soil"
"277",2008,2,"F10",1,"Bet nan",0.07527,"Betula nana"
"278",2008,2,"F10",1,"Car big",0.02151,"Carex Bigelowii"
"279",2008,2,"F10",1,"Emp nig",0.10753,"Empetrum nigrum"
"280",2008,2,"F10",1,"Eri vag",0.12903,"Eriophorum vaginatum"
"281",2008,2,"F10",1,"frost boil",0.05376,"Soil Frost boil"
"282",2008,2,"F10",1,"Led pal",0.08602,"Ledum palustre"
"283",2008,2,"F10",1,"lichen",0.03226,"Mixed Lichens"
"284",2008,2,"F10",1,"litter",0.06452,"Mixed dead litter"
"285",2008,2,"F10",1,"moss",0.02151,"Mixed moss"
"286",2008,2,"F10",1,"Rub cha",0.01075,"Rubus chamaemorus"
"287",2008,2,"F10",1,"Sal pul",0.04301,"Salix pulchra"
"288",2008,2,"F10",1,"Vac uli",0.05376,"Vaccinium uliginosum"
"289",2008,2,"F10",1,"Vac vit",0.12903,"Vaccinium vitis-idaea"
"290",2008,2,"F10",2,"Bet nan",0.21164,"Betula nana"
"291",2008,2,"F10",2,"Car big",0.02116,"Carex Bigelowii"
"292",2008,2,"F10",2,"Emp nig",0.02116,"Empetrum nigrum"
"293",2008,2,"F10",2,"Eri vag",0.48677,"Eriophorum vaginatum"
"294",2008,2,"F10",2,"Led pal",0.06349,"Ledum palustre"
"295",2008,2,"F10",2,"lichen",0.00529,"Mixed Lichens"
"296",2008,2,"F10",2,"litter",0.06349,"Mixed dead litter"
"297",2008,2,"F10",2,"Rub cha",0.07407,"Rubus chamaemorus"
"298",2008,2,"F10",2,"Vac uli",0.02116,"Vaccinium uliginosum"
"299",2008,2,"F10",2,"Vac vit",0.03175,"Vaccinium vitis-idaea"
"300",2008,2,"F10",3,"Arc lat",0.01724,"Arctagrostis latifolia"
"301",2008,2,"F10",3,"bare",0.00862,"Bare soil"
"302",2008,2,"F10",3,"Bet nan",0.18103,"Betula nana"
"303",2008,2,"F10",3,"Car big",0.01724,"Carex Bigelowii"
"304",2008,2,"F10",3,"Emp nig",0.01724,"Empetrum nigrum"
"305",2008,2,"F10",3,"Eri vag",0.24138,"Eriophorum vaginatum"
"306",2008,2,"F10",3,"Led pal",0.11207,"Ledum palustre"
"307",2008,2,"F10",3,"lichen",0.02586,"Mixed Lichens"
"308",2008,2,"F10",3,"litter",0.05172,"Mixed dead litter"
"309",2008,2,"F10",3,"moss",0.03448,"Mixed moss"
"310",2008,2,"F10",3,"Pol bis",0.02586,"Polygonum bistorta"
"311",2008,2,"F10",3,"Sal pul",0.00862,"Salix pulchra"
"312",2008,2,"F10",3,"St. D. Bet.",0.00862,"Standing Dead Betula nana"
"313",2008,2,"F10",3,"Vac uli",0.06034,"Vaccinium uliginosum"
"314",2008,2,"F10",3,"Vac vit",0.18966,"Vaccinium vitis-idaea"
"315",2008,2,"F10",4,"Arc lat",0.19847,"Arctagrostis latifolia"
"316",2008,2,"F10",4,"Bet nan",0.25954,"Betula nana"
"317",2008,2,"F10",4,"Emp nig",0.01527,"Empetrum nigrum"
"318",2008,2,"F10",4,"Eri vag",0.24427,"Eriophorum vaginatum"
"319",2008,2,"F10",4,"Led pal",0.06107,"Ledum palustre"
"320",2008,2,"F10",4,"litter",0.06107,"Mixed dead litter"
"321",2008,2,"F10",4,"moss",0.01527,"Mixed moss"
"322",2008,2,"F10",4,"Pol bis",0.03053,"Polygonum bistorta"
"323",2008,2,"F10",4,"Rub cha",0.0458,"Rubus chamaemorus"
"324",2008,2,"F10",4,"Sal pul",0.01527,"Salix pulchra"
"325",2008,2,"F10",4,"St. D. Sal pul",0.00763,"Standing Dead Salix"
"326",2008,2,"F10",4,"Vac uli",0.03053,"Vaccinium uliginosum"
"327",2008,2,"F10",4,"Vac vit",0.01527,"Vaccinium vitis-idaea"
"328",2008,2,"F2",1,"Bet nan",0.11429,"Betula nana"
"329",2008,2,"F2",1,"Car big",0.01905,"Carex Bigelowii"
"330",2008,2,"F2",1,"Emp nig",0.01905,"Empetrum nigrum"
"331",2008,2,"F2",1,"Eri vag",0.12381,"Eriophorum vaginatum"
"332",2008,2,"F2",1,"Led pal",0.15238,"Ledum palustre"
"333",2008,2,"F2",1,"lichen",0.00952,"Mixed Lichens"
"334",2008,2,"F2",1,"litter",0.12381,"Mixed dead litter"
"335",2008,2,"F2",1,"moss",0.06667,"Mixed moss"
"336",2008,2,"F2",1,"Ped lap",0.00952,"Pedicularis lapponica"
"337",2008,2,"F2",1,"Pol bis",0.01905,"Polygonum bistorta"
"338",2008,2,"F2",1,"Rub cha",0.00952,"Rubus chamaemorus"
"339",2008,2,"F2",1,"Sal pul",0.04762,"Salix pulchra"
"340",2008,2,"F2",1,"St. D. Bet.",0.00952,"Standing Dead Betula nana"
"341",2008,2,"F2",1,"St. D. Sal pul",0.00952,"Standing Dead Salix"
"342",2008,2,"F2",1,"Vac uli",0.02857,"Vaccinium uliginosum"
"343",2008,2,"F2",1,"Vac vit",0.2381,"Vaccinium vitis-idaea"
"344",2008,2,"F2",2,"Bet nan",0.13084,"Betula nana"
"345",2008,2,"F2",2,"Car big",0.00935,"Carex Bigelowii"
"346",2008,2,"F2",2,"Cas tet",0.00935,"Cassiope tetragona"
"347",2008,2,"F2",2,"Emp nig",0.01869,"Empetrum nigrum"
"348",2008,2,"F2",2,"Eri vag",0.11215,"Eriophorum vaginatum"
"349",2008,2,"F2",2,"Led pal",0.18692,"Ledum palustre"
"350",2008,2,"F2",2,"litter",0.1028,"Mixed dead litter"
"351",2008,2,"F2",2,"moss",0.1215,"Mixed moss"
"352",2008,2,"F2",2,"Ped lap",0.01869,"Pedicularis lapponica"
"353",2008,2,"F2",2,"Pol bis",0.01869,"Polygonum bistorta"
"354",2008,2,"F2",2,"Rub cha",0.00935,"Rubus chamaemorus"
"355",2008,2,"F2",2,"Sal pul",0.06542,"Salix pulchra"
"356",2008,2,"F2",2,"Vac uli",0.00935,"Vaccinium uliginosum"
"357",2008,2,"F2",2,"Vac vit",0.17757,"Vaccinium vitis-idaea"
"358",2008,2,"F2",3,"Bet nan",0.0995,"Betula nana"
"359",2008,2,"F2",3,"Car big",0.0199,"Carex Bigelowii"
"360",2008,2,"F2",3,"Cas tet",0.04975,"Cassiope tetragona"
"361",2008,2,"F2",3,"Emp nig",0.0398,"Empetrum nigrum"
"362",2008,2,"F2",3,"Eri vag",0.08955,"Eriophorum vaginatum"
"363",2008,2,"F2",3,"Led pal",0.14925,"Ledum palustre"
"364",2008,2,"F2",3,"lichen",0.0199,"Mixed Lichens"
"365",2008,2,"F2",3,"litter",0.06965,"Mixed dead litter"
"366",2008,2,"F2",3,"moss",0.1791,"Mixed moss"
"367",2008,2,"F2",3,"Ped lap",0.00498,"Pedicularis lapponica"
"368",2008,2,"F2",3,"Pol bis",0.00995,"Polygonum bistorta"
"369",2008,2,"F2",3,"Rub cha",0.00995,"Rubus chamaemorus"
"370",2008,2,"F2",3,"Sal pul",0.0398,"Salix pulchra"
"371",2008,2,"F2",3,"St. D. Sal pul",0.0199,"Standing Dead Salix"
"372",2008,2,"F2",3,"Vac uli",0.00995,"Vaccinium uliginosum"
"373",2008,2,"F2",3,"Vac vit",0.18905,"Vaccinium vitis-idaea"
"374",2008,2,"F2",4,"Bet nan",0.12745,"Betula nana"
"375",2008,2,"F2",4,"Car big",0.01961,"Carex Bigelowii"
"376",2008,2,"F2",4,"Emp nig",0.03922,"Empetrum nigrum"
"377",2008,2,"F2",4,"Eri vag",0.22549,"Eriophorum vaginatum"
"378",2008,2,"F2",4,"Led pal",0.13725,"Ledum palustre"
